Invoice ID;Branch;City;Customer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating;Day;Month;Year
803-17-8013;A;Yangon;Member;Female;Home and lifestyle;88.79;8;35.516;745.836;17/02/2019;17.09;Cash;710.32.00;4.761.904.762;35.516;04.01;17;2;2019
512-98-1403;A;Yangon;Member;Female;Electronic accessories;26.48.00;3;3.972;83.412;21/03/2019;10.40;Ewallet;79.44.00;4.761.904.762;3.972;04.07;21;3;2019
848-42-2560;A;Yangon;Normal;Female;Fashion accessories;81.91;2;8.191;172.011;05/03/2019;17.43;Cash;163.82;4.761.904.762;8.191;07.08;5;3;2019
532-59-7201;B;Mandalay;Member;Male;Sports and travel;79.93;6;23.979;503.559;31/01/2019;14.04;Cash;479.58.00;4.761.904.762;23.979;05.05;31;1;2019
181-94-6432;C;Naypyitaw;Member;Male;Fashion accessories;69.33.00;2;6.933;145.593;05/02/2019;19.05;Ewallet;138.66;4.761.904.762;6.933;09.07;5;2;2019
870-76-1733;A;Yangon;Member;Female;Food and beverages;14.23;5;35.575;747.075;01/02/2019;10.08;Credit card;71.15.00;4.761.904.762;35.575;04.04;1;2;2019
423-64-4619;A;Yangon;Member;Female;Health and beauty;15.55;9;69.975;1.469.475;07/03/2019;13.12;Cash;139.95;4.761.904.762;69.975;05.00;7;3;2019
227-07-4446;C;Naypyitaw;Member;Female;Electronic accessories;78.13.00;10;39.065;820.365;10/02/2019;20.51;Cash;781.03.00;4.761.904.762;39.065;04.04;10;2;2019
174-36-3675;C;Naypyitaw;Member;Male;Food and beverages;99.37.00;2;9.937;208.677;14/02/2019;17.29;Cash;198.74;4.761.904.762;9.937;05.02;14;2;2019
428-83-5800;C;Naypyitaw;Member;Female;Food and beverages;21.08;3;3.162;66.402;09/02/2019;10.25;Cash;63.24.00;4.761.904.762;3.162;07.03;9;2;2019
603-07-0961;C;Naypyitaw;Member;Male;Electronic accessories;74.79;5;186.975;3.926.475;10/01/2019;11.34;Cash;373.95;4.761.904.762;186.975;04.09;10;1;2019
704-20-4138;C;Naypyitaw;Member;Female;Health and beauty;29.67;7;103.845;2.180.745;11/03/2019;18.58;Credit card;207.69;4.761.904.762;103.845;08.01;11;3;2019
787-15-1757;C;Naypyitaw;Member;Male;Health and beauty;44.07.00;4;8.814;185.094;18/02/2019;16.28;Ewallet;176.28.00;4.761.904.762;8.814;08.04;18;2;2019
649-11-3678;C;Naypyitaw;Normal;Female;Food and beverages;0,98125;9;103.185;2.166.885;26/02/2019;20.26;Cash;206.37.00;4.761.904.762;103.185;05.05;26;2;2019
622-20-1945;C;Naypyitaw;Normal;Female;Health and beauty;39.42.00;1;1.971;41.391;18/01/2019;15.08;Cash;39.42.00;4.761.904.762;1.971;08.04;18;1;2019
372-94-8041;A;Yangon;Normal;Male;Health and beauty;15.26;6;4.578;96.138;15/02/2019;18.03;Ewallet;91.56.00;4.761.904.762;4.578;09.08;15;2;2019
563-91-7120;A;Yangon;Normal;Female;Fashion accessories;61.77;5;154.425;3.242.925;08/03/2019;13.21;Cash;308.85;4.761.904.762;154.425;06.07;8;3;2019
746-54-5508;A;Yangon;Normal;Male;Home and lifestyle;21.52;6;6.456;135.576;17/01/2019;12.48;Credit card;129.12.00;4.761.904.762;6.456;09.04;17;1;2019
276-54-0879;B;Mandalay;Normal;Male;Sports and travel;97.74;4;19.548;410.508;12/03/2019;19.53;Ewallet;390.96;4.761.904.762;19.548;06.04;12;3;2019
815-11-1168;A;Yangon;Member;Male;Food and beverages;99.78;5;24.945;523.845;09/03/2019;19.09;Cash;498.09.00;4.761.904.762;24.945;05.04;9;3;2019
719-76-3868;C;Naypyitaw;Member;Male;Food and beverages;94.26.00;4;18.852;395.892;12/03/2019;16.30;Cash;377.04.00;4.761.904.762;18.852;08.06;12;3;2019
730-61-8757;B;Mandalay;Member;Male;Health and beauty;51.13.00;4;10.226;214.746;25/01/2019;10.11;Credit card;204.52.00;4.761.904.762;10.226;04.00;25;1;2019
340-66-0321;A;Yangon;Member;Male;Electronic accessories;36.36.00;4;7.272;152.712;25/03/2019;13.07;Cash;145.44.00;4.761.904.762;7.272;07.06;25;3;2019
868-81-1752;B;Mandalay;Normal;Male;Home and lifestyle;22.02;9;9.909;208.089;07/02/2019;18.48;Cash;198.18.00;4.761.904.762;9.909;06.08;7;2;2019
634-97-8956;A;Yangon;Normal;Male;Food and beverages;32.09.00;3;4.935;103.635;17/02/2019;17.27;Credit card;98.07.00;4.761.904.762;4.935;09.01;17;2;2019
566-71-1091;A;Yangon;Normal;Male;Fashion accessories;77.02.00;5;19.255;404.355;03/02/2019;15.59;Cash;385.01.00;4.761.904.762;19.255;05.05;3;2;2019
442-48-3607;A;Yangon;Member;Male;Food and beverages;23.48;2;2.348;49.308;14/03/2019;11.21;Credit card;46.96;4.761.904.762;2.348;07.09;14;3;2019
835-16-0096;C;Naypyitaw;Member;Male;Sports and travel;14.07;5;3.675;77.175;24/03/2019;13.48;Ewallet;73.05.00;4.761.904.762;3.675;08.05;24;3;2019
527-09-6272;A;Yangon;Member;Female;Electronic accessories;28.45.00;5;71.125;1.493.625;21/03/2019;10.17;Credit card;142.25.00;4.761.904.762;71.125;09.01;21;3;2019
898-04-2717;A;Yangon;Normal;Male;Fashion accessories;76.04.00;9;34.38.00;721.98;19/03/2019;15.49;Ewallet;687.06.00;4.761.904.762;34.38.00;07.05;19;3;2019
692-27-8933;B;Mandalay;Normal;Female;Sports and travel;57.95;6;17.385;365.085;24/02/2019;13.02;Cash;347.07.00;4.761.904.762;17.385;05.02;24;2;2019
633-09-3463;C;Naypyitaw;Normal;Female;Electronic accessories;47.65;3;71.475;1.500.975;28/03/2019;12.58;Credit card;142.95;4.761.904.762;71.475;09.05;28;3;2019
374-17-3652;B;Mandalay;Member;Female;Food and beverages;42.82;9;19.269;404.649;05/02/2019;15.26;Credit card;385.38.00;4.761.904.762;19.269;08.09;5;2;2019
378-07-7001;B;Mandalay;Member;Male;Electronic accessories;48.09.00;3;72.135;1.514.835;10/02/2019;18.23;Credit card;144.27.00;4.761.904.762;72.135;07.08;10;2;2019
433-75-6987;B;Mandalay;Member;Female;Health and beauty;55.97;7;195.895;4.113.795;05/03/2019;19.06;Ewallet;391.79;4.761.904.762;195.895;08.09;5;3;2019
873-95-4984;B;Mandalay;Member;Female;Health and beauty;76.09.00;7;26.915;565.215;15/02/2019;20.21;Cash;538.03.00;4.761.904.762;26.915;07.07;15;2;2019
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages;97.03.00;5;242.575;5.094.075;30/01/2019;16.24;Ewallet;485.15.00;4.761.904.762;242.575;09.03;30;1;2019
150-89-8043;A;Yangon;Normal;Male;Sports and travel;44.65;3;66.975;1.406.475;14/02/2019;15.04;Cash;133.95;4.761.904.762;66.975;06.02;14;2;2019
135-84-8019;A;Yangon;Normal;Female;Fashion accessories;77.93;9;350.685;7.364.385;27/02/2019;16.10;Ewallet;701.37.00;4.761.904.762;350.685;07.06;27;2;2019
441-94-7118;A;Yangon;Member;Male;Electronic accessories;71.95;1;35.975;755.475;04/02/2019;12.14;Cash;71.95;4.761.904.762;35.975;07.03;4;2;2019
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;89.25.00;8;35.07.00;749.07.00;20/01/2019;10.13;Cash;714.00.00;4.761.904.762;35.07.00;04.07;20;1;2019
531-80-1784;A;Yangon;Normal;Male;Electronic accessories;26.02.00;7;9.107;191.247;28/03/2019;17.38;Cash;182.14.00;4.761.904.762;9.107;05.01;28;3;2019
400-45-1220;B;Mandalay;Normal;Female;Health and beauty;13.05;10;0,302083333;141.75;27/02/2019;11.06;Credit card;135.00.00;4.761.904.762;0,302083333;04.08;27;2;2019
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories;99.03.00;10;49.65;1042.65;15/02/2019;14.53;Credit card;993.00.00;4.761.904.762;49.65;06.06;15;2;2019
834-61-8124;A;Yangon;Normal;Male;Electronic accessories;51.69;7;180.915;3.799.215;26/01/2019;18.22;Cash;361.83;4.761.904.762;180.915;05.05;26;1;2019
115-99-4379;B;Mandalay;Member;Female;Fashion accessories;54.73;7;191.555;4.022.655;14/03/2019;19.02;Credit card;383.11.00;4.761.904.762;191.555;08.05;14;3;2019
565-67-6697;B;Mandalay;Member;Male;Home and lifestyle;27.00.00;9;12.15;255.15.00;02/03/2019;14.16;Cash;243.00.00;4.761.904.762;12.15;04.08;2;3;2019
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;30.24.00;1;1.512;31.752;04/03/2019;15.44;Cash;30.24.00;4.761.904.762;1.512;08.04;4;3;2019
889-04-9723;B;Mandalay;Member;Female;Food and beverages;89.14.00;4;17.828;374.388;07/01/2019;12.20;Credit card;356.56.00;4.761.904.762;17.828;07.08;7;1;2019
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories;37.55.00;10;18.775;394.275;08/03/2019;20.01;Credit card;375.05.00;4.761.904.762;18.775;09.03;8;3;2019
554-42-2417;C;Naypyitaw;Normal;Female;Sports and travel;95.44.00;10;47.72;1002.12.00;09/01/2019;13.45;Cash;954.04.00;4.761.904.762;47.72;05.02;9;1;2019
453-63-6187;B;Mandalay;Normal;Male;Electronic accessories;27.05.00;3;4.125;86.625;01/03/2019;15.40;Ewallet;82.05.00;4.761.904.762;4.125;06.05;1;3;2019
578-80-7669;B;Mandalay;Normal;Male;Sports and travel;74.97;1;37.485;787.185;16/03/2019;16.58;Cash;74.97;4.761.904.762;37.485;05.06;16;3;2019
612-36-5536;A;Yangon;Member;Male;Food and beverages;80.96;8;32.384;680.064;17/02/2019;11.12;Credit card;647.68;4.761.904.762;32.384;07.04;17;2;2019
605-72-4132;C;Naypyitaw;Normal;Female;Food and beverages;94.47.00;8;37.788;793.548;27/02/2019;15.12;Cash;755.76;4.761.904.762;37.788;09.01;27;2;2019
471-41-2823;C;Naypyitaw;Normal;Male;Food and beverages;99.79;2;9.979;209.559;07/03/2019;20.37;Ewallet;199.58.00;4.761.904.762;9.979;08.00;7;3;2019
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle;73.22.00;6;21.966;461.286;21/01/2019;17.44;Cash;439.32.00;4.761.904.762;21.966;07.02;21;1;2019
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages;41.24.00;4;8.248;173.208;19/02/2019;16.23;Cash;164.96;4.761.904.762;8.248;07.01;19;2;2019
834-25-9262;C;Naypyitaw;Normal;Female;Fashion accessories;81.68;4;16.336;343.056;06/01/2019;12.12;Cash;326.72;4.761.904.762;16.336;09.01;6;1;2019
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories;51.32.00;9;23.094;484.974;14/03/2019;19.33;Cash;461.88;4.761.904.762;23.094;05.06;14;3;2019
468-88-0009;A;Yangon;Member;Male;Home and lifestyle;65.94;4;13.188;276.948;24/03/2019;10.29;Cash;263.76;4.761.904.762;13.188;06.00;24;3;2019
613-59-9758;C;Naypyitaw;Normal;Female;Sports and travel;14.36;10;07.18;150.78;27/01/2019;14.28;Cash;143.06.00;4.761.904.762;07.18;05.04;27;1;2019
254-31-0042;A;Yangon;Member;Male;Electronic accessories;21.05;9;9.675;203.175;06/03/2019;12.46;Credit card;193.05.00;4.761.904.762;9.675;07.08;6;3;2019
201-86-2184;B;Mandalay;Member;Female;Electronic accessories;26.26.00;7;9.191;193.011;02/02/2019;19.40;Cash;183.82;4.761.904.762;9.191;09.09;2;2;2019
261-12-8671;B;Mandalay;Normal;Female;Fashion accessories;60.96;2;6.096;128.016;25/01/2019;19.39;Credit card;121.92;4.761.904.762;6.096;04.09;25;1;2019
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle;70.11.00;6;21.033;441.693;14/03/2019;17.54;Ewallet;420.66;4.761.904.762;21.033;05.02;14;3;2019
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories;42.08.00;6;12.624;265.104;29/01/2019;12.25;Cash;252.48.00;4.761.904.762;12.624;08.09;29;1;2019
422-29-8786;A;Yangon;Normal;Female;Home and lifestyle;67.09.00;5;167.725;3.522.225;03/01/2019;16.47;Credit card;335.45.00;4.761.904.762;167.725;09.01;3;1;2019
667-23-5919;A;Yangon;Member;Female;Fashion accessories;96.07.00;5;24.175;507.675;14/01/2019;12.52;Ewallet;483.05.00;4.761.904.762;24.175;07.00;14;1;2019
843-01-4703;B;Mandalay;Member;Female;Home and lifestyle;35.38.00;9;15.921;334.341;05/01/2019;19.50;Credit card;318.42.00;4.761.904.762;15.921;09.06;5;1;2019
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel;95.49.00;7;334.215;7.018.515;22/02/2019;18.17;Ewallet;668.43.00;4.761.904.762;334.215;08.07;22;2;2019
595-86-2894;C;Naypyitaw;Member;Male;Fashion accessories;96.98;4;19.396;407.316;06/02/2019;17.20;Ewallet;387.92;4.761.904.762;19.396;09.04;6;2;2019
182-69-8360;B;Mandalay;Normal;Female;Electronic accessories;1,003472222;4;0,217361111;99.33.00;30/01/2019;13.32;Credit card;94.06.00;4.761.904.762;0,217361111;04.00;30;1;2019
289-15-7034;A;Yangon;Member;Male;Sports and travel;82.33.00;4;16.466;345.786;11/01/2019;10.37;Credit card;329.32.00;4.761.904.762;16.466;07.05;11;1;2019
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;26.61;2;2.661;55.881;19/03/2019;14.35;Cash;53.22.00;4.761.904.762;2.661;04.02;19;3;2019
868-52-7573;B;Mandalay;Normal;Female;Food and beverages;99.69;5;249.225;5.233.725;14/01/2019;12.09;Cash;498.45.00;4.761.904.762;249.225;09.09;14;1;2019
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages;74.89;4;14.978;314.538;01/03/2019;15.32;Ewallet;299.56.00;4.761.904.762;14.978;04.02;1;3;2019
662-72-2873;A;Yangon;Normal;Female;Food and beverages;40.94;5;10.235;214.935;06/01/2019;13.58;Ewallet;204.07.00;4.761.904.762;10.235;09.09;6;1;2019
525-88-7307;B;Mandalay;Member;Male;Sports and travel;75.82;1;3.791;79.611;31/01/2019;13.19;Cash;75.82;4.761.904.762;3.791;05.08;31;1;2019
689-16-9784;C;Naypyitaw;Normal;Male;Food and beverages;46.77;6;14.031;294.651;11/03/2019;13.37;Cash;280.62;4.761.904.762;14.031;06.00;11;3;2019
725-56-0833;A;Yangon;Normal;Female;Health and beauty;32.32.00;10;16.16;339.36.00;20/02/2019;16.49;Credit card;323.02.00;4.761.904.762;16.16;10.00;20;2;2019
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories;54.07.00;9;243.315;5.109.615;27/01/2019;14.55;Ewallet;486.63;4.761.904.762;243.315;09.05;27;1;2019
596-42-3999;B;Mandalay;Normal;Male;Food and beverages;18.22;7;6.377;133.917;10/03/2019;14.04;Credit card;127.54.00;4.761.904.762;6.377;06.06;10;3;2019
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories;80.48.00;3;12.072;253.512;15/02/2019;12.31;Cash;241.44.00;4.761.904.762;12.072;08.01;15;2;2019
173-82-9529;B;Mandalay;Normal;Female;Fashion accessories;37.95;10;18.975;398.475;26/01/2019;14.51;Cash;379.05.00;4.761.904.762;18.975;09.07;26;1;2019
563-36-9814;A;Yangon;Member;Male;Electronic accessories;76.82;1;3.841;80.661;13/02/2019;18.27;Ewallet;76.82;4.761.904.762;3.841;07.02;13;2;2019
308-47-4913;A;Yangon;Member;Female;Sports and travel;52.26.00;10;26.13.00;548.73;09/03/2019;12.45;Credit card;522.06.00;4.761.904.762;26.13.00;06.02;9;3;2019
885-17-6250;A;Yangon;Normal;Female;Health and beauty;79.74;1;3.987;83.727;06/03/2019;10.36;Ewallet;79.74;4.761.904.762;3.987;07.03;6;3;2019
726-27-2396;A;Yangon;Normal;Female;Health and beauty;77.05.00;5;19.375;406.875;24/01/2019;20.36;Ewallet;387.05.00;4.761.904.762;19.375;04.03;24;1;2019
316-01-3952;A;Yangon;Normal;Female;Food and beverages;54.27.00;5;135.675;2.849.175;13/03/2019;14.16;Ewallet;271.35.00;4.761.904.762;135.675;04.06;13;3;2019
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle;13.59;9;61.155;1.284.255;15/03/2019;10.26;Cash;122.31.00;4.761.904.762;61.155;05.08;15;3;2019
793-10-3222;B;Mandalay;Member;Female;Health and beauty;41.06.00;6;12.318;258.678;05/03/2019;13.30;Credit card;246.36.00;4.761.904.762;12.318;08.03;5;3;2019
346-12-3257;B;Mandalay;Member;Male;Electronic accessories;19.24;9;8.658;181.818;04/03/2019;16.28;Cash;173.16.00;4.761.904.762;8.658;08.00;4;3;2019
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages;39.43.00;6;11.829;248.409;25/03/2019;20.18;Credit card;236.58.00;4.761.904.762;11.829;09.04;25;3;2019
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle;46.22.00;4;9.244;194.124;12/03/2019;20.04;Credit card;184.88;4.761.904.762;9.244;06.02;12;3;2019
236-86-3015;C;Naypyitaw;Member;Male;Home and lifestyle;0,609722222;1;0,485416667;14.679;04/02/2019;13.38;Ewallet;0,609722222;4.761.904.762;0,485416667;09.08;4;2;2019
831-64-0259;B;Mandalay;Normal;Female;Fashion accessories;39.75;5;99.375;2.086.875;22/02/2019;10.43;Ewallet;198.75;4.761.904.762;99.375;09.06;22;2;2019
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories;97.79;7;342.265;7.187.565;16/02/2019;17.30;Ewallet;684.53.00;4.761.904.762;342.265;04.09;16;2;2019
882-40-4577;A;Yangon;Member;Male;Sports and travel;67.26.00;4;13.452;282.492;19/01/2019;15.28;Credit card;269.04.00;4.761.904.762;13.452;08.00;19;1;2019
732-67-5346;A;Yangon;Normal;Male;Food and beverages;0,596527778;5;34.475;723.975;11/01/2019;19.07;Credit card;68.95;4.761.904.762;34.475;07.08;11;1;2019
725-32-9708;B;Mandalay;Member;Female;Fashion accessories;68.71;4;13.742;288.582;04/01/2019;19.01;Cash;274.84;4.761.904.762;13.742;04.01;4;1;2019
256-08-8343;A;Yangon;Normal;Female;Home and lifestyle;56.53.00;4;11.306;237.426;04/03/2019;19.48;Ewallet;226.12.00;4.761.904.762;11.306;05.05;4;3;2019
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories;1,015277778;5;5.955;125.055;28/01/2019;19.24;Ewallet;119.01.00;4.761.904.762;5.955;05.04;28;1;2019
244-08-0162;B;Mandalay;Normal;Female;Health and beauty;34.21.00;10;17.105;359.205;02/01/2019;13.00;Cash;342.01.00;4.761.904.762;17.105;05.01;2;1;2019
569-71-4390;B;Mandalay;Normal;Male;Sports and travel;0,935416667;2;2.187;45.927;25/01/2019;14.29;Ewallet;43.74;4.761.904.762;2.187;06.09;25;1;2019
132-23-6451;A;Yangon;Member;Male;Health and beauty;0,900694444;5;52.425;1.100.925;04/01/2019;13.21;Cash;104.85;4.761.904.762;52.425;07.08;4;1;2019
696-90-2548;A;Yangon;Normal;Male;Sports and travel;25.84;3;3.876;81.396;10/03/2019;18.55;Ewallet;77.52.00;4.761.904.762;3.876;06.06;10;3;2019
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle;50.93;8;20.372;427.812;22/03/2019;19.36;Ewallet;407.44.00;4.761.904.762;20.372;09.02;22;3;2019
268-03-6164;B;Mandalay;Normal;Male;Health and beauty;96.11.00;1;48.055;1.009.155;25/01/2019;16.28;Ewallet;96.11.00;4.761.904.762;48.055;07.08;25;1;2019
750-57-9686;C;Naypyitaw;Normal;Female;Home and lifestyle;45.38.00;4;9.076;190.596;08/01/2019;13.48;Credit card;181.52.00;4.761.904.762;9.076;08.07;8;1;2019
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;81.51.00;1;40.755;855.855;22/01/2019;10.57;Ewallet;81.51.00;4.761.904.762;40.755;09.02;22;1;2019
848-07-1692;B;Mandalay;Normal;Female;Health and beauty;57.22.00;2;5.722;120.162;12/01/2019;17.13;Ewallet;114.44.00;4.761.904.762;5.722;08.03;12;1;2019
745-71-3520;A;Yangon;Member;Female;Electronic accessories;25.22.00;7;8.827;185.367;04/02/2019;10.23;Cash;176.54.00;4.761.904.762;8.827;08.02;4;2;2019
266-76-6436;C;Naypyitaw;Member;Female;Food and beverages;38.06.00;3;0,263194444;121.59.00;28/03/2019;13.57;Ewallet;115.08.00;4.761.904.762;0,263194444;07.05;28;3;2019
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;84.05.00;3;126.075;2.647.575;23/01/2019;13.29;Cash;252.15.00;4.761.904.762;126.075;09.08;23;1;2019
271-88-8734;C;Naypyitaw;Member;Female;Fashion accessories;97.21.00;10;48.605;1.020.705;08/02/2019;13.00;Credit card;972.01.00;4.761.904.762;48.605;08.07;8;2;2019
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;25.42.00;8;10.168;213.528;19/03/2019;19.42;Credit card;203.36.00;4.761.904.762;10.168;06.07;19;3;2019
489-64-4354;C;Naypyitaw;Normal;Male;Fashion accessories;16.28;1;0,565277778;17.094;09/03/2019;15.36;Cash;16.28;4.761.904.762;0,565277778;05.00;9;3;2019
198-84-7132;B;Mandalay;Member;Male;Fashion accessories;40.61;9;182.745;3.837.645;02/01/2019;13.40;Cash;365.49.00;4.761.904.762;182.745;07.00;2;1;2019
269-10-8440;A;Yangon;Member;Male;Health and beauty;53.17.00;7;186.095;3.907.995;21/01/2019;18.01;Cash;372.19.00;4.761.904.762;186.095;08.09;21;1;2019
650-98-6268;B;Mandalay;Member;Female;Food and beverages;0,89375;3;31.305;657.405;20/03/2019;13.53;Credit card;62.61;4.761.904.762;31.305;08.00;20;3;2019
741-73-3559;B;Mandalay;Normal;Male;Sports and travel;67.27.00;5;168.175;3.531.675;27/02/2019;17.27;Cash;336.35.00;4.761.904.762;168.175;06.09;27;2;2019
325-77-6186;A;Yangon;Member;Female;Home and lifestyle;90.65;10;45.325;951.825;08/03/2019;10.53;Ewallet;906.05.00;4.761.904.762;45.325;07.03;8;3;2019
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories;69.08.00;2;6.908;145.068;31/01/2019;19.48;Credit card;138.16.00;4.761.904.762;6.908;06.09;31;1;2019
574-57-9721;C;Naypyitaw;Normal;Male;Food and beverages;43.27.00;2;4.327;90.867;08/03/2019;16.53;Ewallet;86.54.00;4.761.904.762;4.327;05.07;8;3;2019
459-50-7686;A;Yangon;Normal;Female;Electronic accessories;23.46;6;7.038;147.798;13/01/2019;19.14;Ewallet;140.76;4.761.904.762;7.038;06.04;13;1;2019
616-87-0016;B;Mandalay;Normal;Male;Fashion accessories;95.54.00;7;33.439;702.219;09/03/2019;14.36;Credit card;668.78;4.761.904.762;33.439;09.06;9;3;2019
837-55-7229;B;Mandalay;Normal;Female;Fashion accessories;47.44.00;1;2.372;49.812;22/02/2019;18.19;Credit card;47.44.00;4.761.904.762;2.372;06.08;22;2;2019
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel;99.24.00;9;44.658;937.818;19/03/2019;19.09;Ewallet;893.16.00;4.761.904.762;44.658;09.00;19;3;2019
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel;82.93;4;16.586;348.306;20/01/2019;16.51;Ewallet;331.72;4.761.904.762;16.586;09.06;20;1;2019
345-08-4992;A;Yangon;Normal;Male;Home and lifestyle;33.99;6;10.197;214.137;08/03/2019;15.37;Credit card;203.94;4.761.904.762;10.197;07.07;8;3;2019
549-96-4200;C;Naypyitaw;Member;Male;Food and beverages;17.04;4;3.408;71.568;08/03/2019;20.15;Ewallet;68.16.00;4.761.904.762;3.408;07.00;8;3;2019
810-60-6344;C;Naypyitaw;Normal;Female;Electronic accessories;40.86;8;16.344;343.224;07/02/2019;14.38;Credit card;326.88;4.761.904.762;16.344;06.05;7;2;2019
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages;17.44;5;04.36;91.56.00;15/01/2019;19.25;Cash;87.02.00;4.761.904.762;04.36;08.01;15;1;2019
394-30-3170;B;Mandalay;Member;Female;Sports and travel;88.43.00;8;35.372;742.812;22/03/2019;19.35;Credit card;707.44.00;4.761.904.762;35.372;04.03;22;3;2019
138-17-5109;A;Yangon;Member;Female;Home and lifestyle;89.21.00;9;401.445;8.430.345;15/01/2019;15.42;Credit card;802.89;4.761.904.762;401.445;06.05;15;1;2019
192-98-7397;C;Naypyitaw;Normal;Male;Fashion accessories;0,554166667;1;0,44375;13.419;08/01/2019;14.11;Ewallet;0,554166667;4.761.904.762;0,44375;09.05;8;1;2019
301-11-9629;A;Yangon;Normal;Female;Sports and travel;19.01;7;6.685;140.385;15/01/2019;10.43;Cash;133.07.00;4.761.904.762;6.685;09.07;15;1;2019
390-80-5128;B;Mandalay;Member;Female;Health and beauty;19.15;1;6,649305556;201.075;28/01/2019;17.58;Credit card;19.15;4.761.904.762;6,649305556;09.05;28;1;2019
235-46-8343;C;Naypyitaw;Member;Male;Food and beverages;27.66;10;0,599305556;290.43.00;14/02/2019;11.26;Credit card;276.06.00;4.761.904.762;0,599305556;08.09;14;2;2019
453-12-7053;C;Naypyitaw;Normal;Male;Fashion accessories;45.74;3;6.861;144.081;10/03/2019;17.38;Credit card;137.22.00;4.761.904.762;6.861;06.05;10;3;2019
296-11-7041;B;Mandalay;Member;Female;Health and beauty;27.07.00;1;13.535;284.235;12/01/2019;20.07;Credit card;27.07.00;4.761.904.762;13.535;05.03;12;1;2019
449-27-2918;B;Mandalay;Member;Female;Sports and travel;39.12.00;1;1.956;41.076;26/03/2019;11.02;Credit card;39.12.00;4.761.904.762;1.956;09.06;26;3;2019
891-01-7034;B;Mandalay;Normal;Female;Electronic accessories;74.71;6;22.413;470.673;01/01/2019;19.07;Cash;448.26.00;4.761.904.762;22.413;06.07;1;1;2019
744-09-5786;B;Mandalay;Normal;Male;Electronic accessories;22.01;6;6.603;138.663;02/01/2019;18.50;Cash;132.06.00;4.761.904.762;6.603;07.06;2;1;2019
727-17-0390;A;Yangon;Normal;Female;Food and beverages;63.61;5;159.025;3.339.525;16/03/2019;12.43;Ewallet;318.05.00;4.761.904.762;159.025;04.08;16;3;2019
568-88-3448;A;Yangon;Normal;Male;Health and beauty;25.00.00;1;01.25;26.25.00;03/03/2019;15.09;Ewallet;25.00.00;4.761.904.762;01.25;05.05;3;3;2019
187-83-5490;A;Yangon;Member;Male;Electronic accessories;0,886805556;4;4.154;87.234;31/01/2019;13.47;Cash;83.08.00;4.761.904.762;4.154;04.07;31;1;2019
767-54-1907;B;Mandalay;Member;Female;Fashion accessories;29.56.00;5;07.39;155.19.00;13/02/2019;16.59;Cash;147.08.00;4.761.904.762;07.39;06.09;13;2;2019
710-46-4433;B;Mandalay;Member;Female;Food and beverages;77.04.00;9;34.83;731.43.00;15/02/2019;14.15;Credit card;696.06.00;4.761.904.762;34.83;04.05;15;2;2019
533-33-5337;B;Mandalay;Normal;Male;Electronic accessories;79.39.00;10;39.695;833.595;07/02/2019;20.24;Cash;793.09.00;4.761.904.762;39.695;06.02;7;2;2019
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories;46.57.00;10;23.285;488.985;27/01/2019;13.58;Cash;465.07.00;4.761.904.762;23.285;07.06;27;1;2019
729-46-7422;C;Naypyitaw;Normal;Male;Food and beverages;35.89;1;17.945;376.845;23/02/2019;16.52;Credit card;35.89;4.761.904.762;17.945;07.09;23;2;2019
639-76-1242;C;Naypyitaw;Normal;Male;Food and beverages;40.52.00;5;10.13;212.73;03/02/2019;15.19;Cash;202.06.00;4.761.904.762;10.13;04.05;3;2;2019
234-03-4040;B;Mandalay;Member;Female;Food and beverages;73.05.00;10;36.525;767.025;03/03/2019;12.25;Credit card;730.05.00;4.761.904.762;36.525;08.07;3;3;2019
